date,run,production,faulty,workstation_downtime,supplier_occupancy,bottleneck_delay
2024-11-24,0,3,0,"[4.123015805308434, 2.3582651393661855, 3.561562926851824, 5.345681167573071, 5.642511738195288, 6.61291945152947]",3.4239328162216887,0.0
2024-11-25,0,4,0,"[3.4778577179302492, 2.5057364654458776, 5.112220838405062, 4.603814675465231, 7.277087048959597, 4.520962170769181]",4.070119195112167,0.0
2024-11-26,0,4,0,"[3.130467081050582, 2.682870093214338, 4.481878049612698, 6.632102573016209, 5.36942975706257, 4.7065036444968875]",2.9694917058876933,0.0
2024-11-27,0,4,0,"[3.544978400584171, 3.8634833115467146, 5.55282673442333, 5.87000908740163, 5.178923792086416, 6.150730507983677]",2.8929893677519636,0.0
2024-11-28,0,3,0,"[4.227733853869363, 3.5672395723354855, 4.821015981399427, 4.789770936160129, 4.26369221720216, 4.3134455791433295]",3.391268831134894,0.0
2024-11-29,0,4,0,"[3.266115613412544, 3.8154019944112156, 3.5129777686165693, 7.3461108177786345, 5.2364058214652704, 5.152767615607973]",4.056142372194396,0.0
2024-11-30,0,3,0,"[4.211197481136254, 4.031286007544211, 4.1927789341181665, 8.100991392706968, 7.127057778318091, 5.958557517945612]",3.6365915785128773,0.0
2024-12-01,0,3,0,"[2.4227935098599644, 2.7156884128934253, 3.8936968679834987, 5.963608005560989, 5.787489063394032, 5.494926062528084]",2.789436753654633,0.0
2024-12-02,0,4,0,"[3.024756038088656, 2.4504275489492158, 5.095197394248848, 4.685694126019121, 4.288873300669211, 4.354220168534716]",3.3697292120919786,0.0
2024-12-03,0,3,0,"[3.082445917222862, 3.4931662164462884, 5.521714770848543, 6.650385077362758, 6.573667914477707, 5.995831210387663]",3.156936884717188,0.0
2024-12-04,0,3,0,"[3.168894596710911, 3.237433715725469, 4.187815099809479, 7.035594307822875, 5.517008798564636, 4.34496371935814]",3.4354622284282463,0.0
2024-12-05,0,4,0,"[2.72994222887692, 2.973703675882535, 3.8439755128865674, 5.510286303538836, 4.476229804695641, 4.337129445520319]",3.408635226423883,0.0
2024-12-06,0,4,0,"[4.071487766261651, 3.5915304594342072, 4.681993201880326, 7.613255414285003, 7.750819947700951, 4.069716854541443]",2.841942913510272,0.0
2024-12-07,0,4,0,"[3.968116419611878, 3.0240893555990094, 5.600292218036157, 5.726106881686163, 4.543939450041795, 6.408690630554505]",3.7036384344162934,0.0
2024-12-08,0,3,0,"[2.575710666662414, 2.7378694633214566, 4.386239056408276, 5.1180356874534505, 5.825132909137876, 6.071410909235504]",3.6191416334726583,0.0
2024-12-09,0,3,0,"[2.9345295833700993, 3.525106447716668, 3.521186731275253, 7.884832193978821, 7.0702584296117506, 4.45868438497367]",2.9777665970827254,0.0
2024-12-10,0,3,0,"[2.9358609509887192, 3.8841633081700695, 4.557107578164344, 7.345677802667252, 5.5046903755290035, 5.574840843005435]",3.764573459056951,0.0
2024-12-11,0,4,0,"[3.092916407729159, 3.4901555607554218, 4.103527538960209, 5.606853126977793, 4.625469979484915, 6.058264629081228]",3.74186486006359,0.0
2024-12-12,0,3,0,"[3.0535138262669137, 2.2735552019350798, 3.848172764105294, 4.517571183722444, 7.257433134734612, 6.00241224572948]",2.733706404498982,0.0
2024-12-13,0,3,0,"[3.1528201973249996, 2.2422297305657857, 4.038180000025907, 8.210318544881787, 4.3303988943024985, 5.481397824547695]",2.739231545054287,0.0
2024-12-14,0,4,0,"[2.477720617201071, 3.0166838560554323, 3.604756223752975, 6.710674109693441, 4.871301830945532, 4.157714952757092]",3.110092594665249,0.0
2024-12-15,0,4,0,"[2.7563809166898863, 2.6764455080772476, 3.871877414502022, 6.510592467082102, 6.731346715518534, 3.937419725663643]",3.9585919611889113,0.0
2024-12-16,0,3,0,"[3.5600546699398117, 2.890435591968287, 5.559316732081769, 5.457561732015274, 5.939899646717665, 6.232502650985344]",2.9253440256185748,0.0
2024-12-17,0,3,0,"[4.259219560111426, 2.8500043483902986, 5.726674156023612, 4.901649986834972, 5.144117425227016, 4.489543156818385]",3.528928075617325,0.0
2024-12-18,0,3,0,"[3.5727762173726028, 2.9064075619240684, 5.75858100665914, 5.734253423708593, 7.648337579074558, 3.701135566584068]",3.1678944254858465,0.0
2024-12-19,0,4,0,"[3.350884195611122, 3.6150345541051636, 3.523894858543768, 7.098025039357588, 5.8926928675275105, 4.052176596680148]",3.909444318339803,0.0
2024-12-20,0,3,0,"[4.010776947809805, 2.2033766116539506, 3.2571969553769677, 7.746875954028846, 5.267715587689304, 5.765148297817493]",3.7047602154817376,0.0
2024-12-21,0,4,0,"[3.962480807808611, 3.6028003407398588, 5.477675131730685, 5.623119225886587, 4.812828288436458, 5.090705465499128]",3.4237750790739683,0.0
2024-12-22,0,4,0,"[4.28710872321068, 3.026822044510931, 5.722710919540955, 6.092889771638973, 6.220795498956934, 6.283768632300836]",3.1042498716825073,0.0
2024-12-23,0,4,0,"[3.6029517050204656, 2.7468310781150884, 5.1876128339193, 4.617505520372393, 6.61343822618896, 6.476212313639018]",3.7391730066865954,0.0
2024-12-24,0,4,0,"[4.372127996459402, 3.6877222359834074, 5.256793311699387, 5.465305568257917, 4.229761502552431, 6.229806254070101]",3.674852968851993,0.0
2024-12-25,0,4,0,"[2.9794151055022255, 3.962935902157273, 4.839571199967595, 6.142139850821626, 6.434853672474155, 6.6530551746365525]",4.0852182923734555,0.0
2024-12-26,0,4,0,"[3.245772135023702, 3.1752482569516585, 4.342934302290008, 5.960527072225614, 6.107343237393599, 4.453906247203447]",3.3881815028185223,0.0
2024-12-27,0,3,0,"[2.8409033245105078, 2.650877418192217, 3.7413859574522563, 4.450974385755461, 5.605775322441591, 5.659028409769084]",3.8487975447617213,0.0
2024-12-28,0,4,0,"[4.410510222997786, 3.1571510780177823, 5.567308546622248, 5.851077628827574, 5.417013469189875, 6.559751082059527]",2.9629109030332854,0.0
2024-12-29,0,3,0,"[3.9971717665155, 2.8566976269420907, 5.707312074037745, 4.911291739269397, 6.741303549514833, 5.130122450371605]",3.226521784599362,0.0
2024-12-30,0,3,0,"[3.9923749897576943, 3.7941870484518883, 3.7076978249626404, 5.0098283278658124, 7.3918572512628025, 5.846391208982279]",3.7632085001921807,0.0
2024-12-31,0,4,0,"[4.051077575721297, 2.696088781553107, 3.7792648208742383, 6.142672678919591, 5.3302733737548476, 3.6237123690103608]",3.9197484903385043,0.0
2025-01-01,0,3,0,"[2.4629216547112325, 2.9916483863461014, 4.252771274772653, 8.121503073459934, 6.479512979457087, 5.13151182406986]",3.632615630060487,0.0
2025-01-02,0,3,0,"[3.2470363131268156, 2.6123822782121064, 3.6215424198139567, 7.605142930273359, 4.95211560157044, 3.9188947352586117]",4.010745512247753,0.0
2025-01-03,0,3,0,"[2.7315362769721343, 3.1408974625404045, 4.212813520458117, 6.289049868085833, 6.985477247247959, 4.961195192078458]",3.635766583977971,0.0
2025-01-04,0,3,0,"[3.2872476332343656, 3.7082914457144724, 5.9694967909484635, 7.014228921105479, 6.440749072113962, 6.224870101577212]",3.526907942486685,0.0
2025-01-05,0,4,0,"[3.9592591179893897, 3.257719924742781, 5.391835479911838, 4.80714531856269, 4.940611489239172, 6.198554857437122]",3.831102307623218,0.0
2025-01-06,0,4,0,"[3.548458640991097, 2.8402138247448785, 4.972270560918669, 7.458321922977604, 6.219903749171767, 4.67779997879401]",2.812295837419906,0.0
2025-01-07,0,3,0,"[3.9525341008183084, 2.5820213187771843, 4.403181512896489, 5.696212809070793, 4.754982448157952, 4.9251247426303175]",3.745825241027088,0.0
2025-01-08,0,3,0,"[2.9947422339543612, 3.861518622229398, 4.084744128989697, 6.883040774051899, 6.5225650342397845, 4.221211547527484]",3.02851979460381,0.0
2025-01-09,0,4,0,"[2.985546325520812, 3.8360414864043135, 5.1310148247828025, 6.2724571057515845, 4.282452604088336, 5.884078501319963]",4.016768793014691,0.0
2025-01-10,0,3,0,"[3.527822216680444, 2.702712953194327, 4.680828616907994, 5.404615548514325, 6.30746729872936, 4.7498899598823465]",3.247891145422969,0.0
2025-01-11,0,3,0,"[2.8031160645444406, 3.261216038398274, 4.950030863294635, 5.335631394030179, 6.943215442447286, 6.44200880872648]",3.084516987880171,0.0
2025-01-12,0,3,0,"[2.7380302048270746, 3.8879372393633145, 5.602401173798205, 4.49266716509811, 6.995716826075983, 5.529994520255667]",3.032020871503303,0.0
2025-01-13,0,3,0,"[2.410879725321903, 3.7913530143640086, 4.190792855227913, 6.648616889794712, 6.858501254850871, 5.43813215041963]",3.4732448412582704,0.0
2025-01-14,0,3,0,"[3.2194187766612417, 2.4993404217536908, 4.486389692903824, 4.726110848810106, 4.435085709904487, 4.638332098594454]",3.6989234945950256,0.0
2025-01-15,0,4,0,"[4.409746556750908, 2.5461194339788813, 4.023045913255091, 6.1527023165182, 4.9853778378449976, 6.511080424130491]",3.351894404088061,0.0
2025-01-16,0,3,0,"[4.209850038130953, 3.6039189057657914, 5.640595874402132, 6.368901304395534, 7.44442235895202, 5.168873585363838]",2.830187601824573,0.0
2025-01-17,0,4,0,"[3.5608052508343704, 2.6804099794923872, 4.8821097338219355, 7.644196738145671, 6.776405131422236, 5.146297713171135]",3.9117521828671347,0.0
2025-01-18,0,4,0,"[2.830921444113878, 2.606703319407125, 3.8245558556595953, 7.263122439555857, 7.155548942084537, 6.565508502130896]",3.9177603169247073,0.0
2025-01-19,0,4,0,"[3.7877453698942998, 2.427733268500713, 5.822527293869939, 6.838681170676042, 6.856321200067643, 3.664365792701429]",3.433968481770866,0.0
2025-01-20,0,3,0,"[4.062456212023023, 3.0045741460897366, 5.449130428965264, 6.772242022478778, 5.279917555064419, 5.761778059607538]",3.719985990413502,0.0
2025-01-21,0,4,0,"[4.327669175088474, 2.7537490158524416, 3.678527855242157, 5.040057209129816, 7.483386444635004, 4.817377883703506]",3.373082470627147,0.0
2025-01-22,0,3,0,"[3.023618313957411, 3.427947687824448, 3.908153143842801, 6.302669842870557, 4.487763046977393, 5.579864009101538]",3.956725741518179,0.0
2025-01-23,0,3,0,"[3.7852001381135425, 2.965948403737087, 3.3163350414538493, 8.239746872708128, 7.5654309083973, 5.562663678381004]",3.0603331240902207,0.0
2025-01-24,0,4,0,"[3.455239270415663, 3.509802086723758, 4.815179925633246, 4.598439640036969, 7.702734915690823, 3.7630339688887346]",3.2451619879182387,0.0
2025-01-25,0,4,0,"[3.1325410490223167, 2.8653051569199697, 5.008750308506682, 8.152110384334552, 7.3158205222277, 4.928889737027839]",3.023493993016837,0.0
2025-01-26,0,3,0,"[2.569770274319682, 2.979525474964593, 4.116325785046535, 7.880939550523515, 5.635691422605748, 6.2437417408547145]",2.798801644751826,0.0
2025-01-27,0,4,0,"[2.4820293324109364, 3.2999355077044803, 4.902117757195618, 4.984267773754582, 4.214060842038495, 3.9654042502516544]",3.2148915343748863,0.0
2025-01-28,0,4,0,"[4.201336104978627, 2.811475185127495, 5.190503600901785, 7.911682440483486, 4.4582968765292925, 6.381296818365597]",3.9248455226334524,0.0
2025-01-29,0,3,0,"[3.0797621210785615, 2.9934706075054676, 4.483334361049541, 6.406668555032368, 6.460937776010699, 4.917770753971949]",3.3860419129586057,0.0
2025-01-30,0,3,0,"[3.883582472138034, 3.728736373324132, 3.6753940908184752, 5.980256444115345, 5.102814499738984, 6.108683989480836]",3.568961457374713,0.0
2025-01-31,0,4,0,"[3.5521026648937055, 3.657085276459512, 4.679924790424134, 4.810330026091662, 4.309740036590315, 6.013500123331926]",3.2784604639001027,0.0
2025-02-01,0,3,0,"[3.9842212367306646, 2.8913356125148044, 5.4046935154498605, 6.954185955702841, 4.268697152748263, 4.410889755946036]",3.6950485006767493,0.0
2025-02-02,0,4,0,"[2.950989025614161, 2.2552045369311924, 5.3901698151497675, 8.202676078719577, 7.508983199366272, 4.867045100404678]",2.7301381176569284,0.0
2025-02-03,0,4,0,"[3.3856422987340133, 2.7109536900693705, 3.47128600097238, 6.721267177724779, 4.756609372211157, 3.8724172239647134]",2.765869873031523,0.0
2025-02-04,0,4,0,"[2.517039442280677, 2.821975298850431, 3.7746623275409537, 4.921657372422103, 4.273452291667286, 5.939674417343176]",2.89626762317839,0.0
2025-02-05,0,4,0,"[2.890744896166884, 3.752087334135834, 5.812327302576538, 7.68495923933112, 5.5789843333637075, 5.786961595802753]",3.8752665342346373,0.0
2025-02-06,0,4,0,"[3.7899463083119707, 2.8786962461554886, 3.9474852286185325, 4.645257922457865, 6.356218124869709, 6.02831296134893]",3.891912679365682,0.0
2025-02-07,0,3,0,"[2.9925374225093457, 2.1830340595462614, 4.219319737005141, 4.733974253170102, 7.097448444800726, 4.947307167747973]",2.8362809606554573,0.0
2025-02-08,0,4,0,"[2.598425027152397, 2.2240592192876507, 4.058282431092523, 5.773761076530842, 4.975483883773736, 5.824640434771852]",3.237781748826044,0.0
2025-02-09,0,3,0,"[3.9291798930992874, 3.2291335245350594, 4.963652176770567, 6.852652131262999, 4.989932288804805, 3.8535622361335427]",3.076427758549729,0.0
2025-02-10,0,4,0,"[2.949099918075459, 3.3086328827203597, 3.672124192995143, 4.624525807550653, 7.467433465249528, 6.212271380118195]",3.18206781407784,0.0
2025-02-11,0,3,0,"[3.283948093368928, 3.792464373511778, 3.970832216794667, 5.855194348298725, 4.562468433965147, 5.396491783202449]",3.0104389105870255,0.0
2025-02-12,0,3,0,"[3.7073618754015776, 3.4960925828885023, 5.407425051490102, 4.886736696641984, 6.678432171080287, 4.052724661733245]",2.9888286876554218,0.0
2025-02-13,0,4,0,"[4.08428986576813, 3.233932515661146, 3.8835022602566904, 7.069294409983379, 5.080140140576456, 4.213377038930174]",2.9178539065479634,0.0
2025-02-14,0,4,0,"[3.552469166860784, 3.862526064857991, 3.6737141426806477, 5.530203157200283, 6.1046859757901215, 5.39435052765934]",2.8097013820805365,0.0
2025-02-15,0,3,0,"[3.399058935963791, 3.0060833083879994, 4.107645654891236, 6.212531808108301, 6.889109023428743, 4.493747146408935]",3.295174633523248,0.0
2025-02-16,0,4,0,"[4.359796568676358, 2.508291310750483, 4.97761745198615, 6.548456530015178, 6.805253982882362, 6.0255715465474635]",3.7943104814110735,0.0
2025-02-17,0,4,0,"[3.446161324260105, 2.3436802377647616, 5.054915459859421, 4.878593554773286, 7.675175913382362, 4.2160495319179105]",3.066156744827019,0.0
2025-02-18,0,4,0,"[3.080522715051309, 3.482182287110384, 5.288806155221826, 6.907966835133897, 4.2858310192696525, 3.6588069692607545]",3.0188268354760632,0.0
2025-02-19,0,4,0,"[4.4170309937279555, 3.271461723339136, 3.6665114079302623, 5.755281316211736, 6.024707877362196, 4.794730566891321]",3.735799041211406,0.0
2025-02-20,0,4,0,"[3.5856828292786997, 3.8288023823209096, 4.063691500250379, 7.39968536910052, 5.3486238159816155, 6.065080235199459]",3.395500477428513,0.0
2025-02-21,0,3,0,"[2.5919177104908, 3.4726340282636388, 3.3363209985498865, 6.836043584269055, 5.73910507944499, 5.45475594763808]",3.045534099921667,0.0
2025-02-22,0,3,0,"[2.6954023895220702, 3.680403980150389, 4.000789923466104, 6.468320301208529, 5.284423804545915, 4.032079335058402]",3.7404104661034405,0.0
2025-02-23,0,3,0,"[3.0497895555420707, 4.037444977031923, 5.800305989993863, 7.125719173922386, 5.129694161076983, 4.703167842882698]",3.6444140334903072,0.0
2025-02-24,0,3,0,"[2.537226733567992, 2.6196318543153767, 4.200568685294744, 5.806177058096, 4.58818704416574, 6.506603370109468]",3.516132593204148,0.0
2025-02-25,0,3,0,"[2.7854181270897556, 3.6375664523360465, 5.443946660087443, 5.025254058012835, 5.906134673670188, 4.174875961825915]",2.8411247540850604,0.0
2025-02-26,0,4,0,"[2.8436721178154194, 3.1732073869340747, 5.7445665973933275, 8.04693811992628, 5.893838556665225, 5.703960634359092]",3.7558251299086756,0.0
